WKT,radio,mcc,net,area,cell,unit,longitude,latitude,range,samples,changeable,created,updated,averageSig,shape_X,shape_Y
POINT (-66.0449981696298 18.3560943595671),UMTS,330,110,41001,1416787,,-66.04499817,18.35609436,1000,1,1,1343097691,1343077840,,-66.04499817,18.35609436
POINT (-65.9282684298441 18.3190154995657),UMTS,330,110,41001,1412558,,-65.92826843,18.3190155,1000,1,1,1343779392,1343759549,,-65.92826843,18.3190155
POINT (-66.4867250003584 18.1322480004449),UMTS,330,110,51001,777027,,-66.486725,18.132248,1000,500,1,1346371526,1346351196,,-66.486725,18.132248
POINT (-66.487197880078 18.1322479204052),GSM,330,110,53,22211,,-66.48719788,18.13224792,1000,1,1,1346371631,1346349597,,-66.48719788,18.13224792
POINT (-66.893692019571 18.3423614502208),GSM,330,110,54,34213,,-66.89369202,18.34236145,1000,2,1,1347579143,1347551546,,-66.89369202,18.34236145
POINT (-66.2713949997794 18.4057289999934),GSM,330,110,51,20511,,-66.271395,18.405729,1000,7,1,1347698541,1347597890,,-66.271395,18.405729
POINT (-66.8840789800608 18.324508670139),GSM,330,110,54,34212,,-66.88407898,18.32450867,1000,2,1,1347733173,1347712394,,-66.88407898,18.32450867
POINT (-66.7522430400842 18.3753204295942),UMTS,330,110,51004,1010272,,-66.75224304,18.37532043,1000,2,1,1353897416,1353877610,,-66.75224304,18.37532043
POINT (-66.5463970002214 18.0396949996246),UMTS,330,110,41004,1180821,,-66.546397,18.039695,16070,167,1,1357652027,1489701249,,-66.546397,18.039695
POINT (-66.5454899997636 18.0400760001074),UMTS,330,110,41004,1180791,,-66.54549,18.040076,20093,161,1,1357652709,1490461816,,-66.54549,18.040076
POINT (-66.5469359998964 18.0402380003835),UMTS,330,110,41004,1202181,,-66.546936,18.040238,1453,6,1,1357656302,1486184948,,-66.546936,18.040238
POINT (-66.5476230001013 18.047447000079),UMTS,330,110,41004,1180789,,-66.547623,18.047447,1000,4,1,1357660578,1445286688,,-66.547623,18.047447
POINT (-66.5480560002841 18.0367680004429),UMTS,330,110,41004,1202151,,-66.548056,18.036768,1867,19,1,1357677035,1453793187,,-66.548056,18.036768
POINT (-66.5621629997226 18.031270999657),UMTS,330,110,51001,745327,,-66.562163,18.031271,1000,17,1,1357677035,1458026637,,-66.562163,18.031271
POINT (-66.5717579997319 18.0288050001507),UMTS,330,110,51001,745328,,-66.571758,18.028805,1325,40,1,1357677035,1458026637,,-66.571758,18.028805
POINT (-66.5867610000201 18.035088000311),UMTS,330,110,51001,774727,,-66.586761,18.035088,1000,4,1,1357677035,1425603722,,-66.586761,18.035088
POINT (-66.5869580001116 18.0354309999407),UMTS,330,110,51001,774697,,-66.586958,18.035431,1364,14,1,1357677035,1357657341,,-66.586958,18.035431
POINT (-66.5976270001859 18.0384600002289),UMTS,330,110,51001,774699,,-66.597627,18.03846,2409,17,1,1357677035,1423574043,,-66.597627,18.03846
POINT (-66.5873559995797 18.0352020001722),UMTS,330,110,51001,744597,,-66.587356,18.035202,1702,15,1,1357677035,1487706222,,-66.587356,18.035202
POINT (-66.6113950001791 18.0377200002778),UMTS,330,110,51001,744598,,-66.611395,18.03772,3495,48,1,1357677035,1491317341,,-66.611395,18.03772
POINT (-66.6214370001174 18.0360030002383),UMTS,330,110,51001,744999,,-66.621437,18.036003,3970,12,1,1357677035,1435108190,,-66.621437,18.036003
POINT (-66.6221240003223 18.0344010001061),UMTS,330,110,51001,745029,,-66.622124,18.034401,1473,4,1,1357677035,1429286375,,-66.622124,18.034401
POINT (-66.6212460003026 18.0345919999209),UMTS,330,110,51001,744628,,-66.621246,18.034592,2212,18,1,1357677035,1436987613,,-66.621246,18.034592
POINT (-66.6728630001273 18.0435399997712),UMTS,330,110,51001,746428,,-66.672863,18.04354,7492,5,1,1357677035,1450550687,,-66.672863,18.04354
POINT (-66.6463149998373 18.0364870000751),UMTS,330,110,51001,746398,,-66.646315,18.036487,9972,15,1,1357677035,1480220482,,-66.646315,18.036487
POINT (-66.6403960002751 18.0343630001524),UMTS,330,110,51001,744328,,-66.640396,18.034363,1000,18,1,1357677035,1483584193,,-66.640396,18.034363
POINT (-66.6408569999505 18.0282359999915),GSM,330,110,53,23412,,-66.640857,18.028236,1000,46,1,1357677035,1490458495,,-66.640857,18.028236
POINT (-66.6409899997886 18.0237689999394),UMTS,330,110,51001,779527,,-66.64099,18.023769,1000,252,1,1357677035,1357658086,,-66.64099,18.023769
POINT (-66.6410064699726 18.0237579301844),UMTS,330,110,51001,744929,,-66.64100647,18.02375793,1000,5,1,1357677036,1357647683,,-66.64100647,18.02375793
POINT (-66.6411590003875 18.0237269998012),GSM,330,110,53,58611,,-66.641159,18.023727,1366,45,1,1357677036,1376853876,,-66.641159,18.023727
POINT (-66.6217803999455 18.0388641402679),UMTS,330,110,51001,781297,,-66.6217804,18.03886414,1000,2,1,1357677041,1357656663,,-66.6217804,18.03886414
POINT (-66.5750889995576 18.0145680001132),UMTS,330,110,51001,744997,,-66.575089,18.014568,2422,13,1,1357677041,1441053766,,-66.575089,18.014568
POINT (-66.5343480003599 18.0411530003108),UMTS,330,110,41004,1180820,,-66.534348,18.041153,1000,6,1,1357677041,1357657155,,-66.534348,18.041153
POINT (-66.5360869996153 18.0402370003374),UMTS,330,110,41004,1180790,,-66.536087,18.040237,1000,5,1,1357677041,1450210286,,-66.536087,18.040237
POINT (-66.5397260001548 18.0488209995895),UMTS,330,110,41004,1222980,,-66.539726,18.048821,1427,4,1,1357677041,1445286688,,-66.539726,18.048821
POINT (-66.5459100002463 18.038523999583),UMTS,330,110,41004,1233950,,-66.54591,18.038524,7427,4,1,1357677041,1489660696,,-66.54591,18.038524
POINT (-66.5287890003121 18.0520090000154),UMTS,330,110,41004,1233980,,-66.528789,18.052009,1557,7,1,1357677041,1450210286,,-66.528789,18.052009
POINT (-66.5071099997267 18.0417839997319),UMTS,330,110,41004,1202281,,-66.50711,18.041784,5553,8,1,1357677041,1483270632,,-66.50711,18.041784
POINT (-66.5091700002952 18.0429840002115),UMTS,330,110,41004,1233979,,-66.50917,18.042984,1912,3,1,1357677041,1458026637,,-66.50917,18.042984
POINT (-66.5255130003247 18.0519099999466),UMTS,330,110,41004,1202149,,-66.525513,18.05191,1200,10,1,1357677041,1450210286,,-66.525513,18.05191
POINT (-66.5116880004009 18.0441279999073),UMTS,330,110,41004,1202180,,-66.511688,18.044128,1000,6,1,1357677041,1458026637,,-66.511688,18.044128
POINT (-66.4516970002164 18.0303660001908),UMTS,330,110,41004,1202150,,-66.451697,18.030366,20030,120,1,1357677041,1450210286,,-66.451697,18.030366
POINT (-66.3844669998521 18.0135410004169),UMTS,330,110,41004,1202580,,-66.384467,18.013541,27151,93,1,1357677708,1483270632,,-66.384467,18.013541
POINT (-66.3884190004365 18.0126740000051),UMTS,330,110,41004,1223181,,-66.388419,18.012674,1000,14,1,1357677829,1483127572,,-66.388419,18.012674
POINT (-66.37572200037 18.0141669996074),UMTS,330,110,41004,1202550,,-66.375722,18.014167,2795,252,1,1357678054,1448457000,,-66.375722,18.014167
POINT (-66.3916170004242 18.0097500000625),UMTS,330,110,41004,1223151,,-66.391617,18.00975,1000,15,1,1357678144,1490624320,,-66.391617,18.00975
POINT (-66.3769419999733 18.0110069995734),UMTS,330,110,41004,1223150,,-66.376942,18.011007,4208,7,1,1357678169,1450210286,,-66.376942,18.011007
POINT (-66.3759609997003 18.0159760002923),UMTS,330,110,41004,1223179,,-66.375961,18.015976,1761,9,1,1357680949,1448457000,,-66.375961,18.015976
POINT (-66.2080759999074 18.3478550003081),UMTS,330,110,51003,854199,,-66.208076,18.347855,1000,4,1,1357681280,1357661567,,-66.208076,18.347855
POINT (-66.3654319997869 18.0120849998229),UMTS,330,110,41004,1223180,,-66.365432,18.012085,2750,6,1,1357681563,1465853417,,-66.365432,18.012085
POINT (-66.3748519998199 18.0146199998132),UMTS,330,110,41004,1223149,,-66.374852,18.01462,1000,26,1,1357685264,1443793339,,-66.374852,18.01462
POINT (-66.2152862496607 18.3712005597581),GSM,330,110,65534,26112,,-66.21528625,18.37120056,1000,5,1,1357694365,1357675249,,-66.21528625,18.37120056
POINT (-65.961227000026 18.0224530004057),GSM,330,110,43,17512,,-65.961227,18.022453,1000,20,1,1361131171,1361112753,,-65.961227,18.022453
POINT (-65.9612274200094 18.022384640239),GSM,330,110,43,16212,,-65.96122742,18.02238464,1000,2,1,1361131934,1361112131,,-65.96122742,18.02238464
POINT (-66.525101000211 18.0550689999345),GSM,330,110,53,54312,,-66.525101,18.055069,1000,5,1,1363932600,1363912720,,-66.525101,18.055069
POINT (-66.5105429997596 18.0477909997549),UMTS,330,110,41004,1233949,,-66.510543,18.047791,1804,2,1,1363932600,1450210286,,-66.510543,18.047791
POINT (-65.9692840001564 18.379074000165),GSM,330,110,65535,20225,,-65.969284,18.379074,1000,15,1,1364399781,1364380432,,-65.969284,18.379074
POINT (-65.9694669996023 18.3784589996831),GSM,330,110,65535,25089,,-65.969467,18.378459,1000,7,1,1364399848,1364380448,,-65.969467,18.378459
POINT (-66.0325009998213 18.2183529997911),UMTS,330,110,41002,1059808,,-66.032501,18.218353,1000,10,1,1364475976,1364456737,,-66.032501,18.218353
POINT (-66.0326389998899 18.2178499999775),UMTS,330,110,41002,1059778,,-66.032639,18.21785,1000,3,1,1364476651,1364456896,,-66.032639,18.21785
POINT (-65.8257289999933 18.1423189999219),UMTS,330,110,41002,1063978,,-65.825729,18.142319,1000,3,1,1373352895,1460833591,,-65.825729,18.142319
POINT (-66.0546109995979 18.4365690003592),UMTS,330,110,41001,1386629,,-66.054611,18.436569,1000,5,1,1374061881,1374042165,,-66.054611,18.436569
POINT (-66.0536300002243 18.4379029998236),UMTS,330,110,41001,1386628,,-66.05363,18.437903,1000,7,1,1374061998,1374042136,,-66.05363,18.437903
POINT (-66.0546112100393 18.4357452402507),UMTS,330,110,41001,1386632,,-66.05461121,18.43574524,1000,1,1,1374061998,1374042181,,-66.05461121,18.43574524
POINT (-66.8237460000778 18.4847259998051),GSM,330,110,54,64811,,-66.823746,18.484726,1000,15,1,1381767515,1381750236,,-66.823746,18.484726
POINT (-66.1823272702873 18.367080689922),UMTS,330,110,51001,721929,,-66.18232727,18.36708069,1000,1,1,1286836478,1286816678,,-66.18232727,18.36708069
POINT (-66.2757110603171 18.303909300274),UMTS,330,110,51001,763228,,-66.27571106,18.3039093,1000,1,1,1291429976,1291410176,,-66.27571106,18.3039093
POINT (-66.185073850178 18.3986663802493),UMTS,330,110,51001,723429,,-66.18507385,18.39866638,1000,4,1,1292284102,1292277309,,-66.18507385,18.39866638
POINT (-66.7206573497568 18.2764434797828),UMTS,330,110,51002,811564,,-66.72065735,18.27644348,1000,1,1,1293049320,1293029520,,-66.72065735,18.27644348
POINT (-66.7165374799207 18.2723236099467),UMTS,330,110,51002,811563,,-66.71653748,18.27232361,1000,2,1,1293049910,1293030478,,-66.71653748,18.27232361
POINT (-66.7165374799207 18.2709503200013),UMTS,330,110,51002,845664,,-66.71653748,18.27095032,1000,1,1,1293050472,1293030672,,-66.71653748,18.27095032
POINT (-66.7110443102467 18.2682037401106),UMTS,330,110,51002,830365,,-66.71104431,18.26820374,1000,1,1,1293050615,1293030815,,-66.71104431,18.26820374
POINT (-67.1161651597943 18.3972930903039),UMTS,330,110,51002,815965,,-67.11616516,18.39729309,1000,1,1,1294251145,1294231345,,-67.11616516,18.39729309
POINT (-67.1092987100674 18.3945465104132),UMTS,330,110,51002,815964,,-67.10929871,18.39454651,1000,1,1,1294251159,1294231359,,-67.10929871,18.39454651
POINT (-67.0969389998349 18.386307000068),UMTS,330,110,51002,828963,,-67.096939,18.386307,1000,2,1,1294251324,1294231956,,-67.096939,18.386307
POINT (-66.1026763896036 18.4123992895956),UMTS,330,110,51001,723628,,-66.10267639,18.41239929,1000,1,1,1299794199,1299774399,,-66.10267639,18.41239929
POINT (-66.1033630004021 18.4117129998551),UMTS,330,110,51001,724028,,-66.103363,18.411713,1000,4,1,1299794214,1299774667,,-66.103363,18.411713
POINT (-66.1066700000205 18.3034619999714),UMTS,330,110,51001,50594049,,-66.10667,18.303462,12121,43,1,1299794234,1299777238,,-66.10667,18.303462
POINT (-66.1062470002988 18.4099270002309),UMTS,330,110,51001,723629,,-66.106247,18.409927,1000,5,1,1299794386,1299774798,,-66.106247,18.409927
POINT (-66.104507000098 18.3977509999088),UMTS,330,110,51001,724427,,-66.104507,18.397751,1000,3,1,1299794612,1299774897,,-66.104507,18.397751
POINT (-66.1040499997077 18.3979799996773),UMTS,330,110,51001,724128,,-66.10405,18.39798,1000,2,1,1299794636,1299774882,,-66.10405,18.39798
POINT (-66.1054229703937 18.3890533398398),UMTS,330,110,51001,724428,,-66.10542297,18.38905334,1000,1,1,1299794717,1299774917,,-66.10542297,18.38905334
POINT (-66.1081699999455 18.3773800002868),UMTS,330,110,51001,724629,,-66.10817,18.37738,1000,2,1,1299794761,1299774995,,-66.10817,18.37738
POINT (-66.1095428501224 18.3684539798674),UMTS,330,110,51001,724628,,-66.10954285,18.36845398,1000,1,1,1299794828,1299775028,,-66.10954285,18.36845398
POINT (-66.1067960004351 18.3538060004466),UMTS,330,110,51001,724327,,-66.106796,18.353806,1000,3,1,1299794868,1299775152,,-66.106796,18.353806
POINT (-66.1067962603391 18.3492279098402),UMTS,330,110,51001,724627,,-66.10679626,18.34922791,1000,1,1,1299794938,1299775138,,-66.10679626,18.34922791
POINT (-66.1019900000384 18.3403020000373),UMTS,330,110,51001,724829,,-66.10199,18.340302,1000,2,1,1299794968,1299775203,,-66.10199,18.340302
POINT (-66.0985570000055 18.3265689998595),UMTS,330,110,51001,724828,,-66.098557,18.326569,1000,2,1,1299795045,1299775278,,-66.098557,18.326569
POINT (-66.0944369997677 18.2997889996627),UMTS,330,110,51001,730828,,-66.094437,18.299789,1554,7,1,1299795293,1299775771,,-66.094437,18.299789
POINT (-66.0985565197676 18.288803100083),GSM,330,110,41,3912,,-66.09855652,18.2888031,1000,1,1,1299795551,1299775751,,-66.09855652,18.2888031
POINT (-66.1037749996165 18.2915500001325),GSM,330,110,41,9912,,-66.103775,18.29155,1368,5,1,1299795556,1492012861,,-66.103775,18.29155
POINT (-66.0985565197676 18.2819366503562),GSM,330,110,41,6112,,-66.09855652,18.28193665,1000,1,1,1299795650,1299775850,,-66.09855652,18.28193665
POINT (-66.1003879999062 18.2631679998034),UMTS,330,110,51001,767127,,-66.100388,18.263168,1000,3,1,1299795826,1299776273,,-66.100388,18.263168
POINT (-66.0971829995957 18.2645420002132),UMTS,330,110,51001,757729,,-66.097183,18.264542,1000,3,1,1299795838,1299776140,,-66.097183,18.264542
POINT (-66.0992430001643 18.2613369999027),UMTS,330,110,51001,732528,,-66.099243,18.261337,1000,2,1,1299795922,1299776303,,-66.099243,18.261337
POINT (-66.111112999865 18.2526070002129),UMTS,330,110,51001,767128,,-66.111113,18.252607,1777,14,1,1299796025,1299776692,,-66.111113,18.252607
POINT (-66.1205291696854 18.2448577903548),UMTS,330,110,51001,782328,,-66.12052917,18.24485779,1000,1,1,1299796409,1299776609,,-66.12052917,18.24485779
POINT (-66.1205291696854 18.2407379196193),UMTS,330,110,51001,767129,,-66.12052917,18.24073792,1000,1,1,1299796477,1299776677,,-66.12052917,18.24073792
POINT (-66.1219024704226 18.2366180398907),UMTS,330,110,43,50594049,,-66.12190247,18.23661804,1000,1,1,1299796535,1299776735,,-66.12190247,18.23661804
POINT (-66.1027679999432 18.250258999853),GSM,330,110,43,11612,,-66.102768,18.250259,2644,15,1,1299796536,1491995235,,-66.102768,18.250259
POINT (-66.1246490503134 18.2338714599999),GSM,330,110,43,63811,,-66.12464905,18.23387146,1000,1,1,1299796553,1299776753,,-66.12464905,18.23387146
POINT (-66.1287689201495 18.2187652598089),GSM,330,110,43,44513,,-66.12876892,18.21876526,1000,1,1,1299796725,1299776925,,-66.12876892,18.21876526
POINT (-66.125678999786 18.215675000401),UMTS,330,110,51001,765429,,-66.125679,18.215675,1000,4,1,1299796740,1299777061,,-66.125679,18.215675
POINT (-66.114577999575 18.2086940004278),UMTS,330,110,51001,765427,,-66.114578,18.208694,1000,3,1,1299796905,1299777220,,-66.114578,18.208694
POINT (-66.4662549997684 18.3876800004317),UMTS,330,110,51002,807564,,-66.466255,18.38768,1000,4,1,1299999992,1299980623,,-66.466255,18.38768
POINT (-66.4670559998345 18.3895110003324),GSM,330,110,55,40811,,-66.467056,18.389511,1000,3,1,1300000607,1361280772,,-66.467056,18.389511
POINT (-66.4775848396686 18.417892460169),GSM,330,110,54,21212,,-66.47758484,18.41789246,1000,1,1,1300032232,1300012432,,-66.47758484,18.41789246
POINT (-65.873336789761 18.042984010104),UMTS,330,110,51001,765127,,-65.87333679,18.04298401,1000,2,1,1309632954,1309613194,,-65.87333679,18.04298401
POINT (-65.648117069647 18.3327484098113),UMTS,330,110,51001,734227,,-65.64811707,18.33274841,1000,3,1,1310358992,1310339459,,-65.64811707,18.33274841
POINT (-65.648117069647 18.3327484098113),UMTS,330,110,51001,734729,,-65.64811707,18.33274841,1000,2,1,1310359061,1310339421,,-65.64811707,18.33274841
POINT (-65.648117069647 18.3327484098113),UMTS,330,110,51001,734327,,-65.64811707,18.33274841,1000,1,1,1310359282,1310339482,,-65.64811707,18.33274841
POINT (-65.648117069647 18.3327484098113),UMTS,330,110,51001,734228,,-65.64811707,18.33274841,1000,1,1,1310359299,1310339499,,-65.64811707,18.33274841
POINT (-66.3114166303732 18.4123992895956),UMTS,330,110,51002,806163,,-66.31141663,18.41239929,1000,3,1,1312104406,1312084719,,-66.31141663,18.41239929
POINT (-66.5984344501897 18.022384640239),UMTS,330,110,51002,810063,,-66.59843445,18.02238464,1000,2,1,1314066707,1314046959,,-66.59843445,18.02238464
POINT (-66.7536163300296 18.4673309296787),UMTS,330,110,51002,813465,,-66.75361633,18.46733093,1000,2,1,1314196474,1314176824,,-66.75361633,18.46733093
POINT (-67.0591730002337 18.1078729996393),GSM,330,110,52,31012,,-67.059173,18.107873,3311,4,1,1320206451,1474601139,,-67.059173,18.107873
POINT (-67.0299220003 18.084733000028),GSM,330,110,52,65422,,-67.029922,18.084733,5116,5,1,1320207087,1479932878,,-67.029922,18.084733
POINT (-67.1532440000105 18.0631260000649),UMTS,330,110,51002,819965,,-67.153244,18.063126,1000,3,1,1320254485,1465147491,,-67.153244,18.063126
POINT (-66.4052569999106 18.0205550001132),UMTS,330,110,51002,809364,,-66.405257,18.020555,3665,3,1,1320407960,1320388400,,-66.405257,18.020555
POINT (-66.3869480000501 18.0127720000278),UMTS,330,110,51002,829964,,-66.386948,18.012772,1000,3,1,1320407985,1320388192,,-66.386948,18.012772
POINT (-66.5599460000079 18.0218240001775),UMTS,330,110,51002,50594049,,-66.559946,18.021824,65736,32,1,1320408014,1320490049,,-66.559946,18.021824
POINT (-66.4199066196947 18.027877809913),GSM,330,110,53,22713,,-66.41990662,18.02787781,1000,1,1,1320408142,1320388342,,-66.41990662,18.02787781
POINT (-66.430892940157 18.0319976797492),UMTS,330,110,51002,808864,,-66.43089294,18.03199768,1000,1,1,1320408176,1320388376,,-66.43089294,18.03199768
POINT (-66.4503480000601 18.0317690001393),UMTS,330,110,51002,810264,,-66.450348,18.031769,1295,6,1,1320408217,1320388979,,-66.450348,18.031769
POINT (-66.5016159999784 18.0388660000659),UMTS,330,110,51002,810265,,-66.501616,18.038866,2793,2,1,1320408875,1320389310,,-66.501616,18.038866
POINT (-66.5050500000574 18.0412680002181),UMTS,330,110,51002,808964,,-66.50505,18.041268,2214,4,1,1320408918,1320389245,,-66.50505,18.041268
POINT (-66.5215301502961 18.0457305899948),UMTS,330,110,51002,808963,,-66.52153015,18.04573059,1000,1,1,1320409079,1320389279,,-66.52153015,18.04573059
POINT (-66.5438460003926 18.0388639999737),UMTS,330,110,51002,808965,,-66.543846,18.038864,1609,4,1,1320409137,1320389529,,-66.543846,18.038864
POINT (-66.5534590003326 18.0354309999407),UMTS,330,110,51002,810863,,-66.553459,18.035431,1997,4,1,1320409179,1320389613,,-66.553459,18.035431
POINT (-66.5705109997828 18.0255890002322),UMTS,330,110,51002,810864,,-66.570511,18.025589,1000,3,1,1320409456,1320389735,,-66.570511,18.025589
POINT (-66.57920837027 18.0141448996674),UMTS,330,110,51002,810565,,-66.57920837,18.0141449,1000,1,1,1320409571,1320389771,,-66.57920837,18.0141449
POINT (-66.580581670108 18.0113983197767),UMTS,330,110,51002,810563,,-66.58058167,18.01139832,1000,2,1,1320409609,1320389809,,-66.58058167,18.01139832
POINT (-66.5866629999974 17.9958999998851),UMTS,330,110,51002,810564,,-66.586663,17.9959,1219,7,1,1320409623,1320390196,,-66.586663,17.9959
POINT (-66.5874481198348 17.992172239857),UMTS,330,110,51002,810964,,-66.58744812,17.99217224,1000,1,1,1320409926,1320390126,,-66.58744812,17.99217224
POINT (-66.5881350004299 17.9907990002737),UMTS,330,110,51002,809964,,-66.588135,17.990799,1000,2,1,1320409948,1320390188,,-66.588135,17.990799
POINT (-66.597061000165 17.9862209995995),UMTS,330,110,51002,810463,,-66.597061,17.986221,1000,3,1,1320410014,1320390245,,-66.597061,17.986221
POINT (-66.6011810004028 17.9857640001086),UMTS,330,110,51002,810664,,-66.601181,17.985764,1000,3,1,1320410036,1320390255,,-66.601181,17.985764
POINT (-66.6162872302714 17.9894256599663),UMTS,330,110,51002,810663,,-66.61628723,17.98942566,1000,1,1,1320410117,1320390317,,-66.61628723,17.98942566
POINT (-66.6204071001076 17.9907989499117),UMTS,330,110,51002,810764,,-66.6204071,17.99079895,1000,1,1,1320410135,1320390335,,-66.6204071,17.99079895
POINT (-66.6382598900818 17.992172239857),UMTS,330,110,51002,810763,,-66.63825989,17.99217224,1000,1,1,1320410190,1320390390,,-66.63825989,17.99217224
POINT (-66.6437530498633 17.9907989499117),UMTS,330,110,51002,810464,,-66.64375305,17.99079895,1000,1,1,1320410223,1320390423,,-66.64375305,17.99079895
POINT (-67.1820829998305 17.9853059996722),UMTS,330,110,51002,819265,,-67.182083,17.985306,1000,2,1,1320509798,1458155770,,-67.182083,17.985306
POINT (-65.9955596902275 18.3890533398398),UMTS,330,110,41001,1384488,,-65.99555969,18.38905334,1000,1,1,1320973114,1320953314,,-65.99555969,18.38905334
POINT (-66.5544891395621 18.4453582797609),UMTS,330,110,51003,878101,,-66.55448914,18.44535828,1000,2,1,1321125157,1321105416,,-66.55448914,18.44535828
POINT (-66.394271999653 18.2498930000619),UMTS,330,110,51003,897399,,-66.394272,18.249893,1803,3,1,1321137276,1438664531,,-66.394272,18.249893
POINT (-66.1603546095776 18.3917999296231),GSM,330,110,51,812,,-66.16035461,18.39179993,1000,1,1,1321378183,1321358383,,-66.16035461,18.39179993
POINT (-66.1589813196322 18.3959198003586),GSM,330,110,51,813,,-66.15898132,18.3959198,1000,1,1,1321378228,1321358428,,-66.15898132,18.3959198
POINT (-66.0202789299286 18.2462310803002),GSM,330,110,43,12011,,-66.02027893,18.24623108,1000,1,1,1335787239,1335767439,,-66.02027893,18.24623108
POINT (-66.0189056399832 18.2489776601909),GSM,330,110,43,42912,,-66.01890564,18.24897766,1000,1,1,1335917154,1335897354,,-66.01890564,18.24897766
POINT (-66.0202789299286 18.2489776601909),GSM,330,110,43,42911,,-66.02027893,18.24897766,1000,1,1,1335960301,1335940501,,-66.02027893,18.24897766
POINT (-66.4034271196658 18.2050323495633),GSM,330,110,51004,22133,,-66.40342712,18.20503235,1000,1,1,1342700795,1342680995,,-66.40342712,18.20503235
POINT (-66.8455859999939 18.0154779998099),GSM,330,110,53,25912,,-66.845586,18.015478,10020,68,1,1352212374,1474733257,,-66.845586,18.015478
POINT (-66.7824529997062 18.0036209998094),UMTS,330,110,51001,746798,,-66.782453,18.003621,6525,3,1,1352236253,1465853376,,-66.782453,18.003621
POINT (-66.2248989995891 17.9761510001686),GSM,330,110,53,17412,,-66.224899,17.976151,1000,3,1,1352636026,1467735417,,-66.224899,17.976151
POINT (-66.8506620002511 18.0187230001663),GSM,330,110,53,25911,,-66.850662,18.018723,1052,3,1,1355683228,1431194170,,-66.850662,18.018723
POINT (-67.1652600001489 18.0920789997461),UMTS,330,110,51002,845535,,-67.16526,18.092079,1000,4,1,1358553159,1465147491,,-67.16526,18.092079
POINT (-67.1738440003003 18.0742260002298),UMTS,330,110,51002,845565,,-67.173844,18.074226,2486,4,1,1358597543,1469928871,,-67.173844,18.074226
POINT (-66.3622280004219 18.1855770000785),UMTS,330,110,51004,1036743,,-66.362228,18.185577,1000,6,1,1361117744,1361098241,,-66.362228,18.185577
POINT (-66.1109161400678 18.2585906997011),UMTS,330,110,41002,1094808,,-66.11091614,18.2585907,1000,6,1,1361151259,1361316437,,-66.11091614,18.2585907
POINT (-66.2345123295803 18.2118988001895),UMTS,330,110,51004,1001342,,-66.23451233,18.2118988,1000,38,1,1361168820,1361637603,,-66.23451233,18.2118988
POINT (-66.2985080000441 18.1949849995581),UMTS,330,110,51004,1001572,,-66.298508,18.194985,6606,120,1,1361203150,1384852185,,-66.298508,18.194985
POINT (-66.3047540002968 18.1922409998223),UMTS,330,110,51004,1001542,,-66.304754,18.192241,3607,54,1,1361203219,1384846620,,-66.304754,18.192241
POINT (-66.2964949998444 18.1958200002928),UMTS,330,110,51004,1019471,,-66.296495,18.19582,1398,380,1,1361203275,1384965260,,-66.296495,18.19582
POINT (-66.2939900003382 18.2000130002997),UMTS,330,110,51004,1038673,,-66.29399,18.200013,4470,29,1,1361203336,1384331473,,-66.29399,18.200013
POINT (-66.8701850003375 18.0210919996961),UMTS,330,110,51001,746799,,-66.870185,18.021092,1231,17,1,1361284916,1486184948,,-66.870185,18.021092
POINT (-66.0370330001728 18.2844089999754),UMTS,330,110,41001,1386459,,-66.037033,18.284409,1000,5,1,1361312053,1491317371,,-66.037033,18.284409
POINT (-66.2345123295803 18.2118988001895),UMTS,330,110,51004,1001343,,-66.23451233,18.2118988,1000,1,1,1361318278,1361298478,,-66.23451233,18.2118988
POINT (-66.1109161400678 18.2585906997011),UMTS,330,110,41002,1094778,,-66.11091614,18.2585907,1000,1,1,1361336181,1361316381,,-66.11091614,18.2585907
POINT (-66.2963104202896 18.1954193100532),GSM,330,110,55,18111,,-66.29631042,18.19541931,1000,1,1,1361364116,1361344316,,-66.29631042,18.19541931
POINT (-66.2961979996379 18.1958230004312),UMTS,330,110,51004,1001171,,-66.296198,18.195823,6241,500,1,1361364174,1384965220,,-66.296198,18.195823
POINT (-66.8534090001252 18.4693910003944),UMTS,330,110,51005,1273486,,-66.853409,18.469391,1000,6,1,1361387748,1489780223,,-66.853409,18.469391
POINT (-66.1857490000163 18.1350069999731),UMTS,330,110,41004,1227151,,-66.185749,18.135007,16626,6,1,1361391297,1450210279,,-66.185749,18.135007
POINT (-66.1404419997984 18.1171419999034),UMTS,330,110,41004,1198851,,-66.140442,18.117142,1000,2,1,1361391380,1448457000,,-66.140442,18.117142
POINT (-66.1301419996535 18.1240079999693),UMTS,330,110,41004,1198850,,-66.130142,18.124008,1000,2,1,1361391435,1448457000,,-66.130142,18.124008
POINT (-66.1394839996868 18.1347249995591),UMTS,330,110,41004,1227149,,-66.139484,18.134725,9944,5,1,1361391560,1369816183,,-66.139484,18.134725
POINT (-66.1123409998372 18.144608000259),UMTS,330,110,41002,1059579,,-66.112341,18.144608,1000,53,1,1361392284,1369816367,,-66.112341,18.144608
POINT (-66.112175000276 18.144608000259),UMTS,330,110,41002,1059578,,-66.112175,18.144608,1000,72,1,1361392441,1368813504,,-66.112175,18.144608
POINT (-66.1122894300132 18.1446075398061),UMTS,330,110,41004,1059579,,-66.11228943,18.14460754,1000,2,1,1361392510,1364982877,,-66.11228943,18.14460754
