WKT,radio,mcc,net,area,cell,unit,longitude,latitude,range,samples,changeable,created,updated,averageSig,shape_X,shape_Y
POINT (-66.1833770003482 18.4654729995793),UMTS,330,110,51016,1443823,,-66.183377,18.465473,1000,17,1,1458573494,1488129537,,-66.183377,18.465473
POINT (-67.1395111104493 18.027877809913),UMTS,330,110,51002,823138,,-67.13951111,18.02787781,1000,2,1,1458573486,1465147491,,-67.13951111,18.02787781
POINT (-66.2619781500715 18.125381469779),UMTS,330,110,51003,869999,,-66.26197815,18.12538147,1000,1,1,1458573488,1438494150,,-66.26197815,18.12538147
POINT (-67.1628570602051 18.4577179000611),UMTS,330,110,51002,1274988,,-67.16285706,18.4577179,1000,1,1,1458573487,1455186683,,-67.16285706,18.4577179
POINT (-66.2729644804264 18.1267547597244),UMTS,330,110,51003,869970,,-66.27296448,18.12675476,1000,1,1,1458573488,1435354446,,-66.27296448,18.12675476
POINT (-67.1051788303387 18.2077789303534),UMTS,330,110,51002,839965,,-67.10517883,18.20777893,1000,4,1,1458573487,1464894456,,-67.10517883,18.20777893
POINT (-67.1587369997127 18.1034089997256),UMTS,330,110,51002,845533,,-67.158737,18.103409,1000,4,1,1458573487,1490107474,,-67.158737,18.103409
POINT (-66.2729644804264 18.2462310803002),UMTS,330,110,51003,869900,,-66.27296448,18.24623108,1000,2,1,1458573488,1462987273,,-66.27296448,18.24623108
POINT (-67.0171510004183 18.0988770002734),UMTS,330,110,51002,851907,,-67.017151,18.098877,1612,10,1,1458573487,1490107474,,-67.017151,18.098877
POINT (-67.0777129999549 18.2606509997439),UMTS,330,110,51002,839936,,-67.077713,18.260651,1000,2,1,1458573487,1487706340,,-67.077713,18.260651
POINT (-67.1381378196047 18.2091522202988),UMTS,330,110,51002,842733,,-67.13813782,18.20915222,1000,1,1,1458573487,1453220068,,-67.13813782,18.20915222
POINT (-66.2482449997069 18.2991030004032),UMTS,330,110,51003,870399,,-66.248245,18.299103,1000,2,1,1458573488,1465081805,,-66.248245,18.299103
POINT (-66.270125999715 18.2709499998427),UMTS,330,110,51003,869670,,-66.270126,18.27095,1000,15,1,1458573488,1472759998,,-66.270126,18.27095
POINT (-67.1491241499595 18.0951690702964),UMTS,330,110,51002,845564,,-67.14912415,18.09516907,1000,2,1,1458573487,1459185524,,-67.14912415,18.09516907
POINT (-66.2715911895817 18.1967925999986),UMTS,330,110,51003,870100,,-66.27159119,18.1967926,1000,1,1,1458573488,1436858193,,-66.27159119,18.1967926
POINT (-66.2921905495542 18.2791900596736),UMTS,330,110,51003,869701,,-66.29219055,18.27919006,1000,1,1,1458573488,1442693946,,-66.29219055,18.27919006
POINT (-67.0152279998723 18.1092449999568),UMTS,330,110,51002,851904,,-67.015228,18.109245,1000,4,1,1458573487,1491812195,,-67.015228,18.109245
POINT (-67.1395111104493 18.2009124797272),UMTS,330,110,51002,842735,,-67.13951111,18.20091248,1000,2,1,1458573487,1487934769,,-67.13951111,18.20091248
POINT (-66.3896942103195 18.2572174097557),UMTS,330,110,51003,722,,-66.38969421,18.25721741,1000,1,1,1458573487,1458085779,,-66.38969421,18.25721741
POINT (-66.4734649698324 18.1459808297515),UMTS,330,110,51003,853939,,-66.47346497,18.14598083,1000,1,1,1458573487,1454490068,,-66.47346497,18.14598083
POINT (-66.4789580001116 18.1329349997505),UMTS,330,110,51003,853940,,-66.478958,18.132935,1000,2,1,1396039366,1448261120,,-66.478958,18.132935
POINT (-67.1244049102584 18.1349945101886),UMTS,330,110,51002,834233,,-67.12440491,18.13499451,1000,1,1,1458573487,1458222882,,-67.12440491,18.13499451
POINT (-66.2688445997984 18.1446075398061),UMTS,330,110,51003,902101,,-66.2688446,18.14460754,1000,1,1,1458573488,1432968560,,-66.2688446,18.14460754
POINT (-66.1946870003048 18.3094029996487),UMTS,330,110,51003,889573,,-66.194687,18.309403,1311,3,1,1406389383,1454340212,,-66.194687,18.309403
POINT (-66.3169097901546 18.1940460201078),UMTS,330,110,51003,888371,,-66.31690979,18.19404602,1000,1,1,1458573488,1449346499,,-66.31690979,18.19404602
POINT (-66.4487457301313 18.2352447499453),UMTS,330,110,51003,878339,,-66.44874573,18.23524475,1000,1,1,1458573488,1446565899,,-66.44874573,18.23524475
POINT (-66.2248989995891 18.3025360004361),UMTS,330,110,51003,889571,,-66.224899,18.302536,1000,2,1,1458573488,1465081805,,-66.224899,18.302536
POINT (-66.3938140900482 18.167953489562),UMTS,330,110,51003,873799,,-66.39381409,18.16795349,1000,1,1,1458573488,1432968647,,-66.39381409,18.16795349
POINT (-66.2702180003604 18.2708699997507),UMTS,330,110,51003,877010,,-66.270218,18.27087,1000,51,1,1458573488,1472845208,,-66.270218,18.27087
POINT (-66.3190680002879 18.2034630002173),UMTS,330,110,51003,888401,,-66.319068,18.203463,1112,7,1,1386957315,1449346499,,-66.319068,18.203463
POINT (-66.3126140003358 18.2169829995658),UMTS,330,110,51003,888501,,-66.312614,18.216983,2952,47,1,1387055433,1449346499,,-66.312614,18.216983
POINT (-66.4981841996411 18.1391143800247),UMTS,330,110,51003,874171,,-66.4981842,18.13911438,1000,1,1,1458573488,1439763139,,-66.4981842,18.13911438
POINT (-66.2194061302886 18.3080291701102),UMTS,330,110,51003,903270,,-66.21940613,18.30802917,1000,1,1,1458573489,1429551909,,-66.21940613,18.30802917
POINT (-66.4707183800492 18.1597137498897),UMTS,330,110,51003,873671,,-66.47071838,18.15971375,1000,1,1,1458573488,1442390727,,-66.47071838,18.15971375
POINT (-66.0614776597661 18.3135223397842),UMTS,330,110,51003,878209,,-66.06147766,18.31352234,1000,1,1,1458573488,1443387172,,-66.06147766,18.31352234
POINT (-66.345748899692 18.1693267804067),UMTS,330,110,51003,908374,,-66.3457489,18.16932678,1000,1,1,1458573489,1432968647,,-66.3457489,18.16932678
POINT (-66.2702178996363 18.1391143800247),UMTS,330,110,51003,913174,,-66.2702179,18.13911438,1000,1,1,1458573489,1439562842,,-66.2702179,18.13911438
POINT (-66.6712188703546 18.4371185301961),UMTS,330,110,51004,994612,,-66.67121887,18.43711853,1000,1,1,1458573489,1449169681,,-66.67121887,18.43711853
POINT (-66.5984344501897 18.2997894304379),UMTS,330,110,51004,25411,,-66.59843445,18.29978943,1000,1,1,1458573489,1436412299,,-66.59843445,18.29978943
POINT (-66.4762115497232 18.1555938701611),UMTS,330,110,51003,908069,,-66.47621155,18.15559387,1000,1,1,1458573489,1448017539,,-66.47621155,18.15559387
POINT (-66.6547393802182 18.4453582797609),UMTS,330,110,51004,998415,,-66.65473938,18.44535828,1000,1,1,1458573489,1449358503,,-66.65473938,18.44535828
POINT (-66.826400760087 18.3162689196749),UMTS,330,110,51004,1008041,,-66.82640076,18.31626892,1000,1,1,1458573490,1456841082,,-66.82640076,18.31626892
POINT (-66.5620420004379 18.2297520002547),UMTS,330,110,51004,984812,,-66.562042,18.229752,1000,2,1,1458573489,1460317758,,-66.562042,18.229752
POINT (-66.3375091600197 18.3107757598934),UMTS,330,110,51003,910372,,-66.33750916,18.31077576,1000,1,1,1458573489,1433695396,,-66.33750916,18.31077576
POINT (-66.3498687704273 18.1885528603263),UMTS,330,110,51003,905671,,-66.34986877,18.18855286,1000,1,1,1458573489,1431373257,,-66.34986877,18.18855286
POINT (-66.6602325399997 18.4481048596516),UMTS,330,110,51004,998381,,-66.66023254,18.44810486,1000,1,1,1458573489,1440776025,,-66.66023254,18.44810486
POINT (-66.2688445997984 18.1391143800247),UMTS,330,110,51003,913171,,-66.2688446,18.13911438,1000,1,1,1458573489,1439562842,,-66.2688446,18.13911438
POINT (-66.985702509763 18.2778167697282),UMTS,330,110,51004,1011071,,-66.98570251,18.27781677,1000,1,1,1458573490,1432592984,,-66.98570251,18.27781677
POINT (-66.8630220000652 18.2915500001325),UMTS,330,110,51004,1038472,,-66.863022,18.29155,1000,6,1,1458573491,1485646503,,-66.863022,18.29155
POINT (-66.6451263398087 18.4206390400597),UMTS,330,110,51004,1009746,,-66.64512634,18.42063904,1000,1,1,1458573490,1446132366,,-66.64512634,18.42063904
POINT (-66.8332672098139 18.367080689922),UMTS,330,110,51004,1010944,,-66.83326721,18.36708069,1000,1,1,1458573490,1444218648,,-66.83326721,18.36708069
POINT (-66.5544891395621 18.3547210696217),UMTS,330,110,51004,1009272,,-66.55448914,18.35472107,1000,1,1,1458573490,1449077092,,-66.55448914,18.35472107
POINT (-66.6574859601089 18.2723236099467),UMTS,330,110,51004,1008442,,-66.65748596,18.27232361,1000,3,1,1458573490,1484373162,,-66.65748596,18.27232361
POINT (-66.9376373301986 18.3190154995657),UMTS,330,110,51004,1010773,,-66.93763733,18.3190155,1000,1,1,1458573490,1449073934,,-66.93763733,18.3190155
POINT (-66.9884491004456 18.2805633496189),UMTS,330,110,51004,1011041,,-66.9884491,18.28056335,1000,1,1,1458573490,1432592983,,-66.9884491,18.28056335
POINT (-66.6039280002769 18.4568019999124),UMTS,330,110,51004,1009641,,-66.603928,18.456802,1000,3,1,1458573490,1463176750,,-66.603928,18.456802
POINT (-66.6279599996542 18.2949830001654),UMTS,330,110,51004,1040343,,-66.62796,18.294983,1000,2,1,1458573491,1465583076,,-66.62796,18.294983
POINT (-66.6510770000035 18.4698489999315),UMTS,330,110,51004,1009771,,-66.651077,18.469849,1823,6,1,1458573490,1475409485,,-66.651077,18.469849
POINT (-66.6396331800272 18.2833099403015),UMTS,330,110,51004,1008441,,-66.63963318,18.28330994,1000,8,1,1458573490,1487048071,,-66.63963318,18.28330994
POINT (-66.6506195103821 18.4233856199505),UMTS,330,110,51004,1009773,,-66.65061951,18.42338562,1000,1,1,1458573490,1446132366,,-66.65061951,18.42338562
POINT (-66.599806999993 18.4687040001895),UMTS,330,110,51004,1009644,,-66.599807,18.468704,1891,2,1,1458573490,1463176750,,-66.599807,18.468704
POINT (-66.6025539998672 18.4490199998731),UMTS,330,110,51004,1009671,,-66.602554,18.44902,1000,3,1,1458573490,1463176750,,-66.602554,18.44902
POINT (-66.7288970903284 18.4384918201415),UMTS,330,110,51005,1260656,,-66.72889709,18.43849182,1000,1,1,1458573491,1457623145,,-66.72889709,18.43849182
POINT (-66.7714691200039 18.4590911900065),UMTS,330,110,51005,1259657,,-66.77146912,18.45909119,1000,1,1,1458573491,1442290240,,-66.77146912,18.45909119
POINT (-66.7618559995547 18.4542849998529),UMTS,330,110,51005,1259659,,-66.761856,18.454285,1000,2,1,1458573491,1466804834,,-66.761856,18.454285
POINT (-66.7443960001752 18.4730199995734),UMTS,330,110,51005,1272315,,-66.744396,18.47302,1269,7,1,1458573491,1480275837,,-66.744396,18.47302
POINT (-67.0653533904465 18.4604644799518),UMTS,330,110,51005,1259525,,-67.06535339,18.46046448,1000,1,1,1458573491,1451254999,,-67.06535339,18.46046448
POINT (-66.5867610000201 18.4693910003944),UMTS,330,110,51004,1468223,,-66.586761,18.469391,1201,2,1,1458573491,1463176750,,-66.586761,18.469391
POINT (-66.8538665796789 18.288803100083),UMTS,330,110,51004,1040572,,-66.85386658,18.2888031,1000,1,1,1458573491,1453448252,,-66.85386658,18.2888031
POINT (-67.199935910314 18.3725738497034),UMTS,330,110,51005,30711,,-67.19993591,18.37257385,1000,1,1,1458573491,1443768918,,-67.19993591,18.37257385
POINT (-67.0886993402024 18.4384918201415),UMTS,330,110,51005,1259527,,-67.08869934,18.43849182,1000,1,1,1458573491,1439208790,,-67.08869934,18.43849182
POINT (-66.6794580002864 18.2535549998634),UMTS,330,110,51004,1042241,,-66.679458,18.253555,1192,3,1,1458573491,1484373162,,-66.679458,18.253555
POINT (-67.1491241499595 18.449478149597),UMTS,330,110,51005,1260157,,-67.14912415,18.44947815,1000,1,1,1458573491,1455565660,,-67.14912415,18.44947815
POINT (-67.1353912397139 18.4741973901974),UMTS,330,110,51005,1260425,,-67.13539124,18.47419739,1000,1,1,1458573491,1456680259,,-67.13539124,18.47419739
POINT (-67.1477508501216 18.4508514404417),UMTS,330,110,51005,1260127,,-67.14775085,18.45085144,1000,1,1,1458573491,1455851762,,-67.14775085,18.45085144
POINT (-66.7014312698372 18.4426116899776),UMTS,330,110,51004,1272015,,-66.70143127,18.44261169,1000,1,1,1458573491,1451254950,,-66.70143127,18.44261169
POINT (-66.7673492402752 18.4563446002232),UMTS,330,110,51005,1259656,,-66.76734924,18.4563446,1000,4,1,1458573491,1479930253,,-66.76734924,18.4563446
POINT (-66.7755889898399 18.464584349788),UMTS,330,110,51005,1259655,,-66.77558899,18.46458435,1000,2,1,1458573491,1466357832,,-66.77558899,18.46458435
POINT (-67.0049285896826 18.4659576397333),UMTS,330,110,51005,1259927,,-67.00492859,18.46595764,1000,1,1,1458573491,1433660275,,-67.00492859,18.46595764
POINT (-67.1408844003947 18.4824371298697),UMTS,330,110,51005,1274485,,-67.1408844,18.48243713,1000,1,1,1458573492,1443646635,,-67.1408844,18.48243713
POINT (-67.0049285896826 18.4659576397333),UMTS,330,110,51005,1274015,,-67.00492859,18.46595764,1000,1,1,1458573492,1432385526,,-67.00492859,18.46595764
POINT (-66.9472500000874 18.4872439999107),UMTS,330,110,51005,1273787,,-66.94725,18.487244,1000,2,1,1458573492,1464599578,,-66.94725,18.487244
POINT (-67.1422576903401 18.4439849898155),UMTS,330,110,51005,1274786,,-67.14225769,18.44398499,1000,1,1,1458573492,1453903781,,-67.14225769,18.44398499
POINT (-66.9513700003252 18.4865569997058),UMTS,330,110,51005,1273817,,-66.95137,18.486557,1000,4,1,1458573492,1466357932,,-66.95137,18.486557
POINT (-66.8703460698152 18.4728241002521),UMTS,330,110,51005,1274188,,-66.87034607,18.4728241,1000,1,1,1458573492,1455565660,,-66.87034607,18.4728241
POINT (-66.7810821496215 18.3986663802493),UMTS,330,110,51005,1272390,,-66.78108215,18.39866638,1000,1,1,1458573491,1449989644,,-66.78108215,18.39866638
POINT (-66.9747161902 18.3368682904393),UMTS,330,110,51005,1273316,,-66.97471619,18.33686829,1000,1,1,1458573491,1449073934,,-66.97471619,18.33686829
POINT (-67.0269012503924 18.4700775095695),UMTS,330,110,51005,1273386,,-67.02690125,18.47007751,1000,1,1,1458573492,1458442835,,-67.02690125,18.47007751
POINT (-66.7192840598115 18.4673309296787),UMTS,330,110,51005,1290386,,-66.71928406,18.46733093,1000,2,1,1458573493,1479967895,,-66.71928406,18.46733093
POINT (-66.7204959996906 18.466684999713),UMTS,330,110,51005,1290390,,-66.720496,18.466685,1000,17,1,1458573493,1480723261,,-66.720496,18.466685
POINT (-66.8071746801673 18.4879303004431),UMTS,330,110,51005,1297817,,-66.80717468,18.4879303,1000,1,1,1458573493,1442936042,,-66.80717468,18.4879303
POINT (-67.0845794703662 18.4577179000611),UMTS,330,110,51005,1274887,,-67.08457947,18.4577179,1000,1,1,1458573492,1458442835,,-67.08457947,18.4577179
POINT (-66.9898223903909 18.33961487033),UMTS,330,110,51005,1287785,,-66.98982239,18.33961487,1000,1,1,1458573492,1446009291,,-66.98982239,18.33961487
POINT (-67.0928192100385 18.4893035903884),UMTS,330,110,51005,1275615,,-67.09281921,18.48930359,1000,1,1,1458573492,1447106527,,-67.09281921,18.48930359
POINT (-66.7343900000984 18.4577179998859),UMTS,330,110,51005,1294588,,-66.73439,18.457718,1000,8,1,1458573493,1479967895,,-66.73439,18.457718
POINT (-66.7224879998213 18.462753000051),UMTS,330,110,51005,1295689,,-66.722488,18.462753,1000,3,1,1458573493,1469206956,,-66.722488,18.462753
POINT (-66.7426299996747 18.4501649996151),UMTS,330,110,51005,1297389,,-66.74263,18.450165,1000,2,1,1458573493,1483908433,,-66.74263,18.450165
POINT (-67.0461273204195 18.4481048596516),UMTS,330,110,51005,1293915,,-67.04612732,18.44810486,1000,1,1,1458573493,1438581673,,-67.04612732,18.44810486
POINT (-67.1628570602051 18.4549713102778),UMTS,330,110,51005,1281187,,-67.16285706,18.45497131,1000,1,1,1458573492,1455186683,,-67.16285706,18.45497131
POINT (-67.1353912397139 18.4549713102778),UMTS,330,110,51005,1274817,,-67.13539124,18.45497131,1000,1,1,1458573492,1453903781,,-67.13539124,18.45497131
POINT (-66.8305206299231 18.4810638399243),UMTS,330,110,51005,1310016,,-66.83052063,18.48106384,1000,1,1,1458573493,1443332423,,-66.83052063,18.48106384
POINT (-67.1051788303387 18.4604644799518),UMTS,330,110,51005,1308115,,-67.10517883,18.46046448,1000,1,1,1458573493,1458442879,,-67.10517883,18.46046448
POINT (-66.1631012002601 18.386306759949),UMTS,330,110,51006,1442223,,-66.1631012,18.38630676,1000,1,1,1458573493,1431373141,,-66.1631012,18.38630676
POINT (-66.2008670002119 18.4172059995573),UMTS,330,110,51006,1443424,,-66.200867,18.417206,1000,2,1,1458573493,1479487565,,-66.200867,18.417206
POINT (-66.1586379998438 18.3907699999356),UMTS,330,110,51006,1442624,,-66.158638,18.39077,1000,4,1,1389534953,1422214167,,-66.158638,18.39077
POINT (-66.8195342995682 18.4838104198151),UMTS,330,110,51005,1309986,,-66.8195343,18.48381042,1000,1,1,1458573493,1451858949,,-66.8195343,18.48381042
POINT (-66.9019317601426 18.3602142303025),UMTS,330,110,51005,1306316,,-66.90193176,18.36021423,1000,1,1,1458573493,1423137696,,-66.90193176,18.36021423
POINT (-66.1315155000403 18.2997894304379),UMTS,330,110,51006,1452323,,-66.1315155,18.29978943,1000,1,1,1458573493,1432312115,,-66.1315155,18.29978943
POINT (-66.7893219000856 18.4810638399243),UMTS,330,110,51005,1309987,,-66.7893219,18.48106384,1000,1,1,1458573493,1451254950,,-66.7893219,18.48106384
POINT (-67.0227813697643 18.4989166298986),UMTS,330,110,51005,1306185,,-67.02278137,18.49891663,1000,1,1,1458573493,1437697387,,-67.02278137,18.49891663
POINT (-66.1205291696854 18.4687042196241),UMTS,330,110,51006,1443823,,-66.12052917,18.46870422,1000,1,1,1458573493,1444549271,,-66.12052917,18.46870422
POINT (-66.1164092998493 18.2929229699192),UMTS,330,110,51006,1452395,,-66.1164093,18.29292297,1000,1,1,1458573493,1431373141,,-66.1164093,18.29292297
POINT (-66.9582366901711 18.3354949995946),UMTS,330,110,51005,1304115,,-66.95823669,18.335495,1000,1,1,1458573493,1449073934,,-66.95823669,18.335495
POINT (-66.1356353797689 18.4137725804403),UMTS,330,110,51006,1444096,,-66.13563538,18.41377258,1000,1,1,1458573493,1438664470,,-66.13563538,18.41377258
POINT (-66.2084197999338 18.3176422096203),UMTS,330,110,51006,1443997,,-66.2084198,18.31764221,1000,1,1,1458573493,1429551909,,-66.2084198,18.31764221
POINT (-66.1122894300132 18.3835601800583),UMTS,330,110,51006,1336391,,-66.11228943,18.38356018,1000,1,1,1458573493,1430180146,,-66.11228943,18.38356018
POINT (-66.2166595503979 18.3684539798674),UMTS,330,110,51006,1444224,,-66.21665955,18.36845398,1000,1,1,1458573493,1447957643,,-66.21665955,18.36845398
POINT (-66.8964386003611 18.3986663802493),UMTS,330,110,51005,1306315,,-66.8964386,18.39866638,1000,1,1,1458573493,1456328017,,-66.8964386,18.39866638
POINT (-66.140670999567 18.4224700003903),UMTS,330,110,51006,1443125,,-66.140671,18.42247,1000,3,1,1458573493,1489133724,,-66.140671,18.42247
POINT (-66.1484539996523 18.4545139996214),UMTS,330,110,51006,1465433,,-66.148454,18.454514,3214,3,1,1458573493,1487181823,,-66.148454,18.454514
POINT (-66.1878204300688 18.367080689922),UMTS,330,110,51006,1442994,,-66.18782043,18.36708069,1000,1,1,1458573493,1452376883,,-66.18782043,18.36708069
POINT (-66.9966888401178 18.4920501702792),UMTS,330,110,51005,1306216,,-66.99668884,18.49205017,1000,1,1,1458573493,1456626516,,-66.99668884,18.49205017
POINT (-66.220779420234 18.3725738497034),UMTS,330,110,51006,1444223,,-66.22077942,18.37257385,1000,1,1,1458573493,1451343582,,-66.22077942,18.37257385
POINT (-66.5558624304068 18.4316253704146),UMTS,330,110,51016,1442264,,-66.55586243,18.43162537,1000,2,1,1458573494,1466357850,,-66.55586243,18.43162537
POINT (-66.2715911895817 18.4632110598426),UMTS,330,110,51016,1461096,,-66.27159119,18.46321106,1000,1,1,1458573494,1457285700,,-66.27159119,18.46321106
POINT (-66.2042999300976 18.3341216997567),UMTS,330,110,51006,1505195,,-66.20429993,18.3341217,1000,1,1,1458573494,1429551909,,-66.20429993,18.3341217
POINT (-66.5647890003121 18.4354019996027),UMTS,330,110,51016,1442263,,-66.564789,18.435402,1000,4,1,1405429079,1438798496,,-66.564789,18.435402
POINT (-66.5410999996652 18.4364320003366),UMTS,330,110,51016,1442234,,-66.5411,18.436432,1000,4,1,1458573494,1468423368,,-66.5411,18.436432
POINT (-66.564102170079 18.4371185301961),UMTS,330,110,51016,1442266,,-66.56410217,18.43711853,1000,2,1,1458573494,1470507805,,-66.56410217,18.43711853
POINT (-66.2139129597153 18.4659576397333),UMTS,330,110,51016,261123,,-66.21391296,18.46595764,1000,1,1,1458573494,1455001980,,-66.21391296,18.46595764
POINT (-66.5023040002294 18.4467319995821),UMTS,330,110,51016,1463098,,-66.502304,18.446732,1108,2,1,1458573495,1472498461,,-66.502304,18.446732
POINT (-66.2949371303442 18.4261321998412),UMTS,330,110,51016,1461697,,-66.29493713,18.4261322,1000,1,1,1458573494,1449358503,,-66.29493713,18.4261322
POINT (-66.4061737103484 18.4879303004431),UMTS,330,110,51016,1462523,,-66.40617371,18.4879303,1000,1,1,1458573495,1435698715,,-66.40617371,18.4879303
POINT (-66.3739010000311 18.4295650002246),UMTS,330,110,51016,1462123,,-66.373901,18.429565,1000,2,1,1458573494,1462661618,,-66.373901,18.429565
POINT (-66.4075470002938 18.4467315697062),UMTS,330,110,51016,1461596,,-66.407547,18.44673157,1000,1,1,1458573494,1432312092,,-66.407547,18.44673157
POINT (-66.4209369999426 18.3275989996941),UMTS,330,110,51016,1463195,,-66.420937,18.327599,1000,4,1,1387883255,1435063126,,-66.420937,18.327599
POINT (-66.4734650004094 18.4408950002041),UMTS,330,110,51016,1462825,,-66.473465,18.440895,2046,4,1,1387835796,1439263684,,-66.473465,18.440895
POINT (-66.283950809882 18.40141296014),UMTS,330,110,51016,1462297,,-66.28395081,18.40141296,1000,1,1,1458573495,1435871443,,-66.28395081,18.40141296
POINT (-66.4042510002834 18.3240509997539),UMTS,330,110,51016,1463194,,-66.404251,18.324051,1000,15,1,1387930023,1470517935,,-66.404251,18.324051
POINT (-66.3986209996594 18.4398650003695),UMTS,330,110,51016,1473265,,-66.398621,18.439865,1000,2,1,1458573495,1463177043,,-66.398621,18.439865
POINT (-66.5531158397242 18.4439849898155),UMTS,330,110,51016,1467895,,-66.55311584,18.44398499,1000,2,1,1458573495,1459749900,,-66.55311584,18.44398499
POINT (-66.2647247299623 18.4261321998412),UMTS,330,110,51016,1466433,,-66.26472473,18.4261322,1000,1,1,1458573495,1435871446,,-66.26472473,18.4261322
POINT (-66.329269000364 18.3052830003103),UMTS,330,110,51016,1488523,,-66.329269,18.305283,1389,2,1,1458573496,1468173244,,-66.329269,18.305283
POINT (-66.2592315701808 18.4192657501143),UMTS,330,110,51016,1466464,,-66.25923157,18.41926575,1000,1,1,1458573495,1446293513,,-66.25923157,18.41926575
POINT (-66.3896942103195 18.4467315697062),UMTS,330,110,51016,1484668,,-66.38969421,18.44673157,1000,1,1,1458573496,1446360298,,-66.38969421,18.44673157
POINT (-66.5338897696971 18.4371185301961),UMTS,330,110,51016,1467894,,-66.53388977,18.43711853,1000,2,1,1458573495,1466357850,,-66.53388977,18.43711853
POINT (-66.5732579996569 18.4769439997658),UMTS,330,110,51016,1468223,,-66.573258,18.476944,1000,3,1,1458573495,1480159428,,-66.573258,18.476944
POINT (-66.4775848396686 18.3712005597581),UMTS,330,110,51016,1482594,,-66.47758484,18.37120056,1000,1,1,1458573495,1449989644,,-66.47758484,18.37120056
POINT (-66.5531159998035 18.441582000409),UMTS,330,110,51016,1467925,,-66.553116,18.441582,1000,4,1,1458573495,1467997421,,-66.553116,18.441582
POINT (-66.3533019997874 18.2963559996297),UMTS,330,110,51016,1466664,,-66.353302,18.296356,1000,2,1,1458573495,1469442328,,-66.353302,18.296356
POINT (-66.3842010496387 18.4329986603599),UMTS,330,110,51016,1489923,,-66.38420105,18.43299866,1000,1,1,1458573496,1445663121,,-66.38420105,18.43299866
POINT (-66.5920259999999 18.4357450001317),UMTS,330,110,51016,1468325,,-66.592026,18.435745,1000,3,1,1458573495,1487725202,,-66.592026,18.435745
POINT (-66.5723419996835 18.4659580003615),UMTS,330,110,51016,1468196,,-66.572342,18.465958,1000,2,1,1458573495,1463176750,,-66.572342,18.465958
POINT (-66.5510560001343 18.453597999648),UMTS,330,110,51016,1476097,,-66.551056,18.453598,1000,2,1,1458573495,1463176750,,-66.551056,18.453598
POINT (-66.3484954795827 18.3052825902194),UMTS,330,110,51016,1500125,,-66.34849548,18.30528259,1000,1,1,1458573496,1438664467,,-66.34849548,18.30528259
POINT (-66.2614289997485 18.4096530001859),UMTS,330,110,51016,1496135,,-66.261429,18.409653,1000,5,1,1458573496,1476331984,,-66.261429,18.409653
POINT (-66.2461860000838 18.4384920000059),UMTS,330,110,51016,1496163,,-66.246186,18.438492,1323,2,1,1458573496,1475402386,,-66.246186,18.438492
POINT (-66.1264809998982 18.3002480001451),UMTS,330,110,51026,1452296,,-66.126481,18.300248,2612,3,1,1458573496,1484945684,,-66.126481,18.300248
POINT (-66.4154430001943 18.4412379998339),UMTS,330,110,51016,1503723,,-66.415443,18.441238,1000,4,1,1458573496,1466357850,,-66.415443,18.441238
POINT (-66.4350128198857 18.4508514404417),UMTS,330,110,51016,1503695,,-66.43501282,18.45085144,1000,1,1,1458573496,1434562874,,-66.43501282,18.45085144
POINT (-66.6492462204367 18.2778167697282),UMTS,330,110,51997,249408267,,-66.64924622,18.27781677,1000,1,1,1458573496,1443830031,,-66.64924622,18.27781677
POINT (-66.4363860001138 18.4494780003095),UMTS,330,110,51016,1503698,,-66.436386,18.449478,1000,2,1,1458573496,1463177043,,-66.436386,18.449478
POINT (-67.1450042702309 18.2105255102442),UMTS,330,110,51002,819863,,-67.14500427,18.21052551,1000,2,1,1458573486,1485387253,,-67.14500427,18.21052551
POINT (-67.1367645296593 18.2022857696726),UMTS,330,110,51002,842734,,-67.13676453,18.20228577,1000,4,1,1458573487,1488821723,,-67.13676453,18.20228577
POINT (-66.3402557399104 18.203659059618),UMTS,330,110,51003,870471,,-66.34025574,18.20365906,1000,1,1,1458573488,1432968618,,-66.34025574,18.20365906
POINT (-66.3146210002589 18.2128149998125),UMTS,330,110,51003,870469,,-66.314621,18.212815,1332,3,1,1387630222,1449444841,,-66.314621,18.212815
POINT (-66.4762115497232 18.1487274204342),UMTS,330,110,51003,853911,,-66.47621155,18.14872742,1000,1,1,1458573487,1448017539,,-66.47621155,18.14872742
POINT (-66.4844512902948 18.1295013396152),UMTS,330,110,51003,853943,,-66.48445129,18.12950134,1000,1,1,1458573487,1442858049,,-66.48445129,18.12950134
POINT (-67.1587371795771 18.33961487033),UMTS,330,110,51002,1307186,,-67.15873718,18.33961487,1000,1,1,1458573487,1447106534,,-67.15873718,18.33961487
POINT (-66.2715911895817 18.2709503200013),UMTS,330,110,51003,869673,,-66.27159119,18.27095032,1000,8,1,1458573488,1472230618,,-66.27159119,18.27095032
POINT (-66.2633514400169 18.1267547597244),UMTS,330,110,51003,870001,,-66.26335144,18.12675476,1000,1,1,1458573488,1435354446,,-66.26335144,18.12675476
POINT (-67.1551669996573 18.1179660001309),UMTS,330,110,51002,845563,,-67.155167,18.117966,1193,5,1,1458573487,1490107474,,-67.155167,18.117966
POINT (-66.2516779997399 18.2984160001983),UMTS,330,110,51003,870369,,-66.251678,18.298416,1000,2,1,1458573488,1465081805,,-66.251678,18.298416
